"","track","artist","genre","mode","popularity","tempo","energy","danceability","loudness","speechiness","acousticness","liveness","instrumentalness","valence","duration"
"195","Takeaway - Andrew Rayel Remix","ILLENIUM","Electronic Dance",1,63,126.835,0.83,0.469,-3.301,0.0727,0.000187,0.0875,0,0.162,180000
"196","We Own It (Fast & Furious)","Wiz Khalifa","Hip Hop",1,58,171.966,0.899,0.554,-4.573,0.408,0.0521,0.0568,0,0.552,227893
"197","Old Town Road - Diplo Remix","Billy Ray Cyrus","Country",1,71,140.036,0.771,0.766,-9.108,0.0576,0.00407,0.113,3.76e-06,0.297,204027
"198","Bad Habit","The Kooks","Alternative/Reggae",0,64,123.071,0.882,0.733,-4.199,0.0389,0.051,0.131,9.92e-06,0.854,221413
"199","Alive","Dabin","Electronic Dance",1,51,154.875,0.566,0.377,-6.173,0.044,0.134,0.135,0,0.222,365419
"200","Hang Me Up To Dry","Cold War Kids","Alternative/Reggae",0,61,92.5,0.922,0.509,-2.823,0.031,0.0219,0.496,0.00117,0.645,218787
"201","Worth It (feat. Kid Ink)","Fifth Harmony","Pop",1,74,99.987,0.765,0.884,-3.865,0.0882,0.063,0.118,7.04e-06,0.594,224573
"202","make you feel pretty","lovelytheband","Alternative/Reggae",1,59,105.051,0.75,0.671,-6.128,0.0373,0.188,0.182,0,0.76,230857
"203","Molecules","Atlas Genius","Alternative/Reggae",0,38,117.019,0.827,0.557,-4.885,0.0387,0.000431,0.151,5.13e-05,0.419,272600
"204","Cruise","Florida Georgia Line","Country",1,71,148,0.948,0.457,-3.364,0.0354,0.0191,0.0536,0,0.878,208960
"205","Broken Boy (feat. Iggy Pop)","Cage The Elephant","Alternative/Reggae",0,61,166.03,0.939,0.492,-3.501,0.118,0.00247,0.131,0.0021,0.484,163208
"206","Play It Again","Luke Bryan","Country",1,75,143.935,0.886,0.506,-3.225,0.0655,0.0916,0.0734,0,0.595,226867
"207","Sangria","Blake Shelton","Country",1,65,115.984,0.724,0.646,-6.96,0.0265,0.017,0.153,1.39e-06,0.54,233480
"208","Out The Mud","Future","Hip Hop",1,69,160.051,0.497,0.746,-5.785,0.149,0.00944,0.101,8.6e-05,0.25,157816
"209","I'm Not The Only One","Sam Smith","Pop",1,82,82.001,0.485,0.677,-5.795,0.0361,0.529,0.0766,2.04e-05,0.493,239317
"210","Upside Down","Jack Johnson","Alternative/Reggae",0,67,102.485,0.655,0.787,-8.339,0.0431,0.238,0.138,0.000171,0.65,208653
"211","Sun","Two Door Cinema Club","Alternative/Reggae",0,59,96.967,0.528,0.65,-5.642,0.0288,0.00927,0.111,0.000419,0.595,187720
"212","I'll Name the Dogs","Blake Shelton","Country",1,67,83.392,0.87,0.348,-5.86,0.137,0.171,0.202,4.4e-06,0.763,183640
"213","NBAYOUNGBOAT","Lil Yachty","Hip Hop",1,64,82.422,0.807,0.769,-2.966,0.306,0.0515,0.111,0,0.364,139845
"214","God's Country","Blake Shelton","Country",1,65,139.988,0.754,0.536,-5.102,0.0399,0.0597,0.118,4.92e-06,0.212,204800
"215","Lay Me Down","Dirty Heads","Alternative/Reggae",1,61,170.032,0.78,0.668,-6.481,0.0901,0.0487,0.107,0,0.739,215147
"216","YOSEMITE","Travis Scott","Hip Hop",1,78,128.047,0.554,0.785,-6.571,0.0409,0.283,0.116,3.4e-06,0.144,150043
"217","Freaky","Tory Lanez","Hip Hop",1,70,104.991,0.563,0.966,-5.764,0.0618,0.00202,0.105,0,0.363,173926
"218","Heartbeat","Carrie Underwood","Country",1,64,139.999,0.766,0.54,-4.478,0.05,0.606,0.0903,0,0.435,209920
"219","Too Good At Goodbyes","Sam Smith","Pop",1,76,91.873,0.372,0.681,-8.237,0.0432,0.64,0.169,0,0.476,201000
"220","True To Myself","Ziggy Marley","Alternative/Reggae",1,63,99.019,0.564,0.88,-6.431,0.0498,0.0796,0.0565,0,0.83,225600
"221","don't worry, you will","lovelytheband","Alternative/Reggae",0,56,120.048,0.702,0.751,-4.382,0.0515,0.0931,0.141,0,0.851,197000
"222","Sledgehammer","Fifth Harmony","Pop",1,64,99.98,0.777,0.671,-4.322,0.046,0.0057,0.0783,0.0011,0.289,230907
"223","In Your Arms (with X Ambassadors)","ILLENIUM","Electronic Dance",1,76,148.036,0.806,0.404,-4.75,0.0496,0.198,0.114,0,0.112,220730
"224","Drowns The Whiskey (feat. Miranda Lambert)","Jason Aldean","Country",1,65,90.006,0.698,0.552,-4.817,0.0306,0.294,0.0905,0.000103,0.6,202067
"225","Holding On","Dabin","Electronic Dance",1,56,144.98,0.675,0.491,-5.722,0.0368,0.0518,0.111,1.19e-05,0.23,217655
"226","Me, Myself & I","Bebe Rexha","Pop",0,76,111.996,0.672,0.757,-6.524,0.0955,0.0186,0.158,0,0.382,251467
"227","Yummy","Justin Bieber","Pop",0,84,145.842,0.506,0.676,-6.652,0.0958,0.345,0.118,0,0.497,208520
"228","Alone (tofû remix)","ARMNHMR","Electronic Dance",1,46,150.012,0.816,0.449,-4.115,0.0465,0.0543,0.0986,0,0.196,236800
"229","A Guy with a Girl","Blake Shelton","Country",1,64,163.948,0.893,0.552,-4.593,0.0383,0.0158,0.105,0,0.777,189467
"230","W (feat. Gunna)","Gunna","Hip Hop",0,72,100.98,0.721,0.856,-6.813,0.0779,0.178,0.0913,2.14e-05,0.902,230151
"231","Slow Down Love","Louis The Child","Electronic Dance",0,64,127.275,0.59,0.618,-7.751,0.359,0.559,0.208,3.42e-05,0.285,157891
"232","Lucky","Jason Mraz","Alternative/Reggae",1,76,130.032,0.417,0.623,-8.699,0.0354,0.296,0.135,0,0.721,191360
"233","Don't Start Now","Dua Lipa","Pop",0,83,123.941,0.793,0.794,-4.521,0.0842,0.0125,0.0952,0,0.677,183290
"234","She Moves In Her Own Way","The Kooks","Alternative/Reggae",1,54,76.412,0.81,0.431,-5.379,0.066,0.276,0.0906,0,0.795,169307
"235","Eleven","Khalid","Pop",0,82,129.004,0.396,0.701,-10.182,0.119,0.112,0.223,0.0209,0.115,206361
"236","Lay Me Down","Sam Smith","Pop",1,76,125.319,0.19,0.468,-11.138,0.0373,0.919,0.107,0,0.326,219536
"237","King's Dead (with Kendrick Lamar, Future & James Blake)","Future","Hip Hop",1,72,137.133,0.705,0.645,-5.008,0.299,0.000813,0.128,0,0.376,229670
"238","Falling","Harry Styles","Pop",1,87,110.011,0.267,0.567,-6.502,0.0299,0.839,0.089,1.46e-06,0.0592,240133
"239","Wait And See","Iration","Alternative/Reggae",0,50,140.3,0.683,0.768,-7.826,0.0382,0.0422,0.0854,4.77e-05,0.964,234240
"240","Save Us From Ourselves (feat. Micah Martin) [Arknights Soundtrack]","Bear Grillz","Electronic Dance",1,40,150,0.946,0.499,-2.032,0.0464,0.000502,0.0899,3.06e-06,0.478,185600
"241","Jesus, Take the Wheel","Carrie Underwood","Country",1,63,76.572,0.518,0.359,-3.537,0.0302,0.665,0.106,0,0.135,226493
"242","Mercy","Brett Young","Country",1,65,71.957,0.367,0.638,-7.906,0.0266,0.84,0.0999,0,0.219,217120
"243","Fast Cars And Freedom","Rascal Flatts","Country",0,56,117.954,0.824,0.616,-4.842,0.03,0.0135,0.108,2.13e-05,0.623,262187
"244","Fire On Fire - From ""Watership Down""","Sam Smith","Pop",0,80,115.124,0.407,0.584,-7.356,0.046,0.476,0.18,0,0.341,246735
"245","Living Single","Big Sean","Hip Hop",1,67,80.109,0.62,0.714,-5.045,0.296,0.223,0.109,0,0.73,276347
"246","Let's See What The Night Can Do","Jason Mraz","Alternative/Reggae",1,61,113.537,0.423,0.392,-7.813,0.0348,0.27,0.117,0,0.288,245187
"247","Turks (feat. Travis Scott)","Gunna","Hip Hop",0,84,119.099,0.618,0.893,-4.425,0.112,0.0827,0.542,0,0.389,161377
"248","Blue Monday","Above & Beyond","Electronic Dance",1,57,130.035,0.893,0.649,-5.641,0.0349,0.00444,0.222,0.42,0.378,252920
"249","Alone Together","Dan + Shay","Country",1,63,179.975,0.87,0.541,-4.741,0.122,0.00527,0.0867,0,0.665,171440
"250","Mind Reader","Dustin Lynch","Country",0,59,162.053,0.8,0.394,-4.17,0.0413,0.0266,0.184,0,0.525,185413
"251","High","Alison Wonderland","Electronic Dance",1,50,135.985,0.594,0.416,-6.836,0.0661,0.0137,0.573,1.24e-06,0.114,174775
"252","I'd Be Jealous Too","Dustin Lynch","Country",1,65,100.934,0.718,0.716,-5.355,0.0293,0.0896,0.473,0,0.537,185707
"253","Ocean (feat. Khalid)","Martin Garrix","Electronic Dance",0,74,139.912,0.693,0.506,-7.265,0.0412,0.584,0.0891,9.58e-05,0.221,216420
"254","Next Year","Two Door Cinema Club","Alternative/Reggae",1,50,127.453,0.809,0.562,-4.976,0.0693,0.00232,0.0732,0.000629,0.476,251453
"255","these are my friends","lovelytheband","Alternative/Reggae",0,58,84.977,0.732,0.617,-6.737,0.0278,0.0278,0.125,0,0.723,208947
"256","Paris","The Chainsmokers","Electronic Dance",1,70,99.99,0.658,0.653,-6.428,0.0304,0.0215,0.0939,1.66e-06,0.219,221507
"257","Love Is Gone - Acoustic","SLANDER","Electronic Dance",1,57,139.644,0.153,0.541,-10.654,0.0303,0.882,0.16,1.66e-06,0.359,176972
"258","New Phone, Who's This","Chris Lane","Country",1,44,74.986,0.851,0.612,-5.369,0.0857,0.235,0.239,0,0.824,164120
"259","The Way We Were","Bear Grillz","Electronic Dance",1,43,139.858,0.684,0.557,-4.695,0.0542,0.512,0.157,0,0.125,195429
"260","Broken Promises","Iration","Alternative/Reggae",1,48,167.956,0.765,0.719,-4.416,0.0674,0.0147,0.0485,0.00079,0.525,223093
"261","Good People","Jack Johnson","Alternative/Reggae",1,57,176.137,0.586,0.72,-6.001,0.035,0.215,0.0919,2.23e-05,0.908,208507
"262","Sold Out Dates (feat. Lil Baby)","Gunna","Hip Hop",0,71,126.991,0.556,0.817,-7.178,0.14,0.469,0.131,0,0.314,166368
"263","Back Seat","Atlas Genius","Alternative/Reggae",1,39,130.011,0.682,0.783,-5.948,0.0379,0.033,0.111,0.0152,0.939,183027
"264","One Kiss (with Dua Lipa)","Dua Lipa","Pop",0,84,123.994,0.862,0.791,-3.24,0.11,0.037,0.0814,2.19e-05,0.592,214847
"265","Sorry","Justin Bieber","Pop",0,79,99.945,0.76,0.654,-3.669,0.045,0.0797,0.299,0,0.41,200787
"266","broken - Cash Cash Remix","lovelytheband","Alternative/Reggae",0,53,140.81,0.747,0.497,-3.112,0.0894,0.0259,0.0697,0,0.355,191067
"267","God Made Girls","RaeLynn","Country",1,55,156.053,0.917,0.488,-2.939,0.0291,0.0897,0.135,3.25e-06,0.772,215013
"268","Flatliner","Cole Swindell","Country",1,63,114.995,0.896,0.555,-3.295,0.0388,0.00434,0.145,0,0.578,177067
"269","Need Your Love (with Noah Kahan)","Seven Lions","Electronic Dance",1,70,104.099,0.76,0.581,-3.962,0.0406,0.16,0.183,0,0.523,205787
"270","Nothin' Like You","Dan + Shay","Country",1,66,84.956,0.704,0.589,-4.772,0.0303,0.151,0.067,0,0.437,186253
"271","Yacht Club (feat. Juice WRLD)","Lil Yachty","Hip Hop",1,75,159.911,0.508,0.721,-7.496,0.394,0.317,0.153,0,0.457,166343
"272","Take Back Home Girl (feat. Tori Kelly)","Chris Lane","Country",1,69,159.988,0.796,0.493,-3.971,0.0691,0.39,0.0957,0,0.644,212107
"273","God Gave Me You","Blake Shelton","Country",1,64,151.977,0.844,0.483,-5.043,0.0314,0.00481,0.405,7.29e-05,0.543,229533
"274","Gold (feat. Yuna)","Adventure Club","Electronic Dance",0,51,145.022,0.675,0.479,-4.893,0.0413,0.0319,0.128,0.00536,0.189,257045
"275","Dragonfly","Ziggy Marley","Alternative/Reggae",1,47,101.564,0.482,0.771,-8.323,0.0686,0.396,0.0871,2.33e-06,0.581,254427
"276","Live Off My Closet (feat. Future)","Lil Baby","Hip Hop",0,78,147.004,0.678,0.807,-3.244,0.177,0.0345,0.0986,0,0.21,173061
"277","Always Where I Need To Be","The Kooks","Alternative/Reggae",1,56,168.355,0.961,0.331,-4.627,0.0663,0.000146,0.322,0,0.882,161720
"278","Poker Face","Lady Gaga","Pop",1,63,118.999,0.806,0.851,-4.62,0.0787,0.118,0.121,1.64e-06,0.787,237200
"279","I Can Talk","Two Door Cinema Club","Alternative/Reggae",0,51,162.92,0.753,0.475,-5.058,0.214,2.58e-05,0.212,0.0968,0.672,177427
"280","LOYAL (feat. Drake)","Drake","Hip Hop",0,55,104.952,0.53,0.866,-6.347,0.0495,0.517,0.0946,0.00159,0.203,197973
"281","Safe and Sound","Rebelution","Alternative/Reggae",0,58,77.688,0.587,0.827,-8.189,0.0604,0.00545,0.055,0,0.539,229493
"282","GUD VIBRATIONS - Habstrakt Remix","SLANDER","Electronic Dance",1,57,124.936,0.969,0.681,-1.83,0.13,0.00451,0.526,0.221,0.184,203679
"283","Say (feat. Dan + Shay)","RaeLynn","Country",1,50,123.986,0.691,0.643,-4.486,0.0316,0.231,0.104,0,0.26,178120
"284","Most People Are Good","Luke Bryan","Country",1,67,150.109,0.732,0.586,-6.171,0.0279,0.176,0.148,0,0.582,221801
"285","Ooh La","The Kooks","Alternative/Reggae",0,43,150.891,0.873,0.543,-5.159,0.0803,0.0165,0.15,9.45e-05,0.786,208973
"286","Chapters","Brett Young","Country",1,61,81.015,0.613,0.589,-6.816,0.0379,0.179,0.0967,0,0.643,237107
"287","me & ur ghost","blackbear","Pop",1,83,100.026,0.631,0.755,-6.128,0.0261,0.0638,0.0929,0,0.881,200400
"288","I'm In Love With a Monster","Fifth Harmony","Pop",0,59,145.059,0.812,0.666,-4.07,0.0647,0.0597,0.0603,0,0.868,211932
"289","Can't Lie","Ali Gatie","Pop",1,74,131.952,0.414,0.802,-10.635,0.0776,0.872,0.0863,0,0.377,195066
"290","Chevys and Fords","Billy Ray Cyrus","Country",1,44,142.373,0.816,0.414,-3.069,0.0362,0.132,0.187,0,0.525,267680
"291","Scared to Be Lonely","Dua Lipa","Pop",0,80,137.972,0.54,0.584,-7.786,0.0576,0.0895,0.261,0,0.195,220883
"292","Come a Little Closer","Cage The Elephant","Alternative/Reggae",0,66,148.027,0.777,0.44,-1.786,0.0327,0.0265,0.151,1.01e-06,0.306,229347
"293","Takeaway","ILLENIUM","Electronic Dance",1,85,100.1,0.511,0.528,-8.144,0.0324,0.126,0.101,0,0.351,209880
"294","hot girl bummer","blackbear","Pop",0,90,129.989,0.559,0.778,-7.109,0.0776,0.128,0.399,0,0.678,185093
"295","My Year","G-Eazy","Hip Hop",0,67,145.025,0.811,0.84,-3.243,0.0498,0.213,0.258,0,0.71,190345
"296","XO Tour Llif3","Lil Uzi Vert","Hip Hop",0,85,155.096,0.75,0.732,-6.366,0.231,0.00264,0.109,0,0.401,182707
"297","Super Bass","Nicki Minaj","Hip Hop",1,70,126.991,0.861,0.72,-4.339,0.209,0.269,0.601,5.11e-06,0.669,200013
"298","Closer","The Chainsmokers","Electronic Dance",1,84,95.01,0.524,0.748,-5.599,0.0338,0.414,0.111,0,0.661,244960
"299","It's You","Ali Gatie","Pop",0,88,95.971,0.463,0.732,-6.972,0.0287,0.374,0.194,0,0.397,212607
"300","Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone","Pop",0,83,139.919,0.8,0.499,-2.665,0.0502,0.0906,0.147,0,0.272,229573
"301","WANT U (feat. Lilianna Wilde)","ARMNHMR","Electronic Dance",1,51,149.834,0.792,0.299,-4.931,0.0565,0.0327,0.159,0,0.306,195208
"302","How Not To","Dan + Shay","Country",0,66,159.863,0.836,0.501,-3.587,0.0491,0.208,0.152,0,0.618,192000
"303","Losing You","Ali Gatie","Pop",1,62,160.041,0.495,0.696,-9.466,0.0888,0.822,0.128,0,0.44,164309
"304","Hello, Goodbye (feat. Heather Sommer)","ARMNHMR","Electronic Dance",1,41,145.02,0.843,0.417,-4.474,0.0461,0.359,0.243,0,0.257,248276
"305","Know Your Worth","Khalid","Pop",0,88,103.007,0.694,0.79,-7.726,0.0708,0.145,0.281,0.00252,0.508,181436
"306","Strangers","Seven Lions","Electronic Dance",0,57,129.978,0.697,0.577,-7.429,0.0399,0.0142,0.157,1.6e-06,0.489,204213
"307","Cop Car","Keith Urban","Country",1,61,154.033,0.664,0.538,-6.318,0.0392,0.193,0.0918,0,0.366,256747
"308","I Know","Big Sean","Hip Hop",1,68,119.976,0.334,0.744,-11.314,0.0757,0.327,0.116,0,0.27,319973
"309","Money In The Grave (Drake ft. Rick Ross)","Drake","Hip Hop",0,86,100.541,0.502,0.831,-4.045,0.046,0.101,0.122,0,0.101,205427
"310","Sunsets For Somebody Else","Jack Johnson","Alternative/Reggae",1,67,113.273,0.229,0.696,-7.911,0.0331,0.828,0.152,1.34e-05,0.603,210467
"311","Drinking Alone","Carrie Underwood","Country",0,64,97.949,0.732,0.691,-3.715,0.0294,0.0326,0.0608,0,0.477,258293
"312","If So","Atlas Genius","Alternative/Reggae",1,47,125.022,0.698,0.646,-5.019,0.0345,0.000177,0.323,3.36e-06,0.645,180053
"313","bad guy (with Justin Bieber)","Justin Bieber","Pop",1,81,135.055,0.453,0.67,-11.265,0.295,0.252,0.117,0.33,0.68,194840
"314","Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty","Hip Hop",1,85,138.065,0.617,0.836,-4.363,0.0534,0.17,0.319,0,0.866,206702
"315","Somewhere In My Car","Keith Urban","Country",1,58,118.008,0.861,0.588,-5.531,0.0395,0.00546,0.0797,1.38e-05,0.525,195973
"316","Dirt Road Anthem","Jason Aldean","Country",1,72,127.024,0.741,0.68,-5.055,0.0357,0.347,0.117,1.87e-06,0.635,229400
"317","rockstar (feat. 21 Savage)","Post Malone","Pop",0,87,159.801,0.52,0.585,-6.136,0.0712,0.124,0.131,7.01e-05,0.129,218147
"318","Sum 2 Prove","Lil Baby","Hip Hop",0,74,124.011,0.552,0.827,-7.571,0.274,0.0169,0.122,0,0.408,205760
"319","Stone Cold","Demi Lovato","Pop",1,77,140.327,0.453,0.419,-7.685,0.0437,0.539,0.0971,0,0.356,191308
"320","Better Together","Jack Johnson","Alternative/Reggae",1,71,110.059,0.347,0.868,-9.529,0.0536,0.308,0.11,2e-05,0.659,207680
"321","Worry About Me (feat. blackbear)","blackbear","Pop",1,75,161.885,0.743,0.664,-7.114,0.206,0.115,0.34,0,0.534,179759
"322","Night Light","Above & Beyond","Electronic Dance",1,59,66.938,0.0478,0.211,-27.361,0.0506,0.78,0.113,0.94,0.169,123947
"323","First Time (feat. Dylan Matthew)","SLANDER","Electronic Dance",1,63,150.131,0.677,0.422,-5.76,0.0365,0.251,0.16,3.55e-06,0.146,297782
"324","Nice For What","Drake","Hip Hop",1,80,93.394,0.909,0.586,-6.474,0.0705,0.0891,0.119,0.000109,0.757,210747
"325","Who Do You Love","The Chainsmokers","Electronic Dance",1,81,139.927,0.846,0.51,-4.595,0.0461,0.0101,0.208,0,0.475,226733
"326","Wow.","Post Malone","Pop",0,86,99.96,0.539,0.829,-7.359,0.208,0.136,0.103,1.78e-06,0.388,149547
"327","West Coast (feat. Blueface, ALLBLACK & YG)","G-Eazy","Hip Hop",1,65,98.023,0.775,0.882,-4.986,0.334,0.0738,0.701,0,0.805,256967
"328","Catch","Brett Young","Country",1,63,156.036,0.765,0.566,-6.337,0.0439,0.0248,0.0783,0,0.604,196440
"329","See The End","Seven Lions","Electronic Dance",1,62,127.975,0.656,0.497,-6.716,0.0374,0.0141,0.0577,0,0.0884,185747
"330","Somebody Like You","Keith Urban","Country",1,66,111.02,0.84,0.624,-5.768,0.0337,0.108,0.144,0.000546,0.656,323040
"331","Sunflower, Vol. 6","Harry Styles","Pop",0,79,160.02,0.846,0.566,-6.904,0.035,0.000564,0.121,0.000795,0.86,221827
"332","Low Life","Future","Hip Hop",1,75,143.974,0.331,0.722,-7.789,0.0725,0.337,0.146,0.283,0.102,313547
"333","That's My Girl","Fifth Harmony","Pop",0,70,202.049,0.851,0.596,-4.245,0.121,0.0358,0.365,3.19e-05,0.612,204013
"334","Bean (Kobe) [feat. Chief Keef]","Lil Uzi Vert","Hip Hop",1,81,75.491,0.567,0.733,-6.718,0.319,0.0128,0.382,0,0.318,238816
"335","I Don't Fuck With You","Big Sean","Hip Hop",1,74,97.971,0.733,0.824,-5.475,0.0613,0.0355,0.324,0,0.393,284387
"336","Here Tonight","Brett Young","Country",1,63,96.002,0.776,0.517,-5.271,0.0362,0.0144,0.113,0,0.448,216533
"337","Peace","Alison Wonderland","Electronic Dance",0,56,85.201,0.684,0.362,-5.174,0.0854,0.279,0.165,1.08e-05,0.389,177601
"338","Blue Ain't Your Color","Keith Urban","Country",1,69,82.45,0.416,0.69,-7.865,0.0335,0.617,0.102,1.37e-06,0.479,230600
"339","Jumpman","Future","Hip Hop",1,74,142.072,0.553,0.852,-7.286,0.187,0.0563,0.332,0,0.656,205879
"340","Don't Let Me Down","The Chainsmokers","Electronic Dance",1,79,159.803,0.869,0.532,-5.094,0.172,0.157,0.136,0.00508,0.422,208373
"341","Liar","Camila Cabello","Pop",0,75,98.016,0.498,0.74,-6.684,0.0456,0.0169,0.319,0.00282,0.652,207039
"342","Family","The Chainsmokers","Electronic Dance",1,80,117.817,0.607,0.584,-6.605,0.0356,0.426,0.101,0,0.374,194827
"343","Junk Of The Heart (Happy)","The Kooks","Alternative/Reggae",1,64,145.014,0.894,0.604,-5,0.037,0.0212,0.0299,0,0.901,187253
"344","Big, Big Plans","Chris Lane","Country",1,74,149.97,0.58,0.574,-6.091,0.0278,0.076,0.12,0,0.4,187307
"345","Firestorm (feat. Sara Diamond)","Adventure Club","Electronic Dance",0,46,140.053,0.73,0.629,-4.341,0.0353,0.148,0.0943,9.78e-06,0.232,207470
"346","Everyday","Marshmello","Electronic Dance",1,76,149.908,0.741,0.667,-4.099,0.0378,0.0425,0.0761,0,0.422,204747
"347","Old Town Road - Remix","Billy Ray Cyrus","Country",1,87,136.041,0.619,0.878,-5.56,0.102,0.0533,0.113,0,0.639,157067
"348","P2","Lil Uzi Vert","Hip Hop",0,88,155.086,0.72,0.775,-5.353,0.193,0.0236,0.114,0,0.49,234627
"349","Love On The Brain - Los Feliz Blvd","Cold War Kids","Alternative/Reggae",0,51,140.719,0.431,0.378,-5.257,0.0335,0.862,0.0867,0,0.336,266852
"350","Yikes","Nicki Minaj","Hip Hop",1,79,149.996,0.637,0.911,-8.381,0.447,0.0409,0.238,3.68e-05,0.66,156882
"351","Any Ol' Barstool","Jason Aldean","Country",1,66,143.78,0.722,0.536,-4.163,0.0284,0.312,0.117,0,0.499,203293
"352","Sloth's Revenge","Dirty Heads","Alternative/Reggae",1,56,96.027,0.474,0.827,-9.72,0.0905,0.544,0.115,0,0.759,213383
"353","Telephone","Lady Gaga","Pop",0,66,122.021,0.832,0.825,-5.853,0.0403,0.00587,0.114,0.000789,0.713,220627
"354","Love You Too Late","Cole Swindell","Country",0,66,113.95,0.797,0.542,-4.45,0.0379,0.00111,0.0906,0,0.593,204720
"355","Sleep Without You","Brett Young","Country",0,64,88.543,0.707,0.626,-5.755,0.0425,0.0169,0.0769,0,0.653,188467
"356","Have It All","Jason Mraz","Alternative/Reggae",0,67,82.001,0.638,0.643,-4.947,0.0407,0.204,0.0707,0,0.6,226107
"357","Heart Attack","Demi Lovato","Pop",1,74,173.968,0.785,0.504,-4.802,0.104,0.0738,0.239,0,0.502,210840
"358","Firestone (feat. Conrad Sewell)","Kygo","Electronic Dance",0,76,113.055,0.652,0.486,-7.226,0.052,0.408,0.077,6.63e-05,0.391,273684
"359","Limitless (feat. Delaney Jane)","Adventure Club","Electronic Dance",0,50,80.01,0.724,0.511,-4.333,0.0495,0.0773,0.155,1.09e-05,0.132,244611
"360","It Ain’t Me (with Selena Gomez)","Kygo","Electronic Dance",1,67,99.968,0.533,0.64,-6.596,0.0706,0.119,0.0864,0,0.515,220781
"361","Born To Be Yours","Kygo","Electronic Dance",1,63,114.011,0.688,0.688,-5.84,0.0357,0.3,0.0982,0,0.451,193321
"362","My Oh My (feat. DaBaby)","Camila Cabello","Pop",1,91,105.046,0.491,0.724,-6.024,0.0296,0.018,0.0887,1.29e-05,0.383,170746
"363","Vacation","Dirty Heads","Alternative/Reggae",1,58,150.017,0.754,0.739,-5.034,0.035,0.0431,0.0999,0,0.793,209142
"364","H.O.L.Y.","Florida Georgia Line","Country",0,68,78.075,0.666,0.523,-4.081,0.0328,0.401,0.0726,0,0.562,194760
"365","All These Girls","Atlas Genius","Alternative/Reggae",1,41,148.018,0.838,0.655,-4.855,0.0361,0.00502,0.313,0,0.406,204027
"366","I Don't Know About You","Chris Lane","Country",1,74,144.011,0.81,0.593,-5.733,0.0625,0.602,0.119,0,0.712,207933
"367","Changing of the Seasons","Two Door Cinema Club","Alternative/Reggae",1,54,130.014,0.865,0.544,-4.644,0.137,5.18e-05,0.116,0.00029,0.593,222880
"368","In the Name of Love","Bebe Rexha","Pop",0,79,133.99,0.519,0.501,-5.88,0.0409,0.109,0.454,0,0.168,195707
"369","Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","Future","Hip Hop",1,82,142.069,0.566,0.81,-8.33,0.433,0.107,0.122,0,0.582,315346
"370","Thinking 'Bout You (feat. Lauren Alaina)","Dustin Lynch","Country",1,67,203.918,0.747,0.394,-4.446,0.0627,0.13,0.0747,0,0.776,170560
"371","The Remedy (I Won't Worry)","Jason Mraz","Alternative/Reggae",1,60,94.519,0.867,0.589,-4.523,0.0385,0.04,0.306,0,0.795,256441
"372","Feeling Alright","Rebelution","Alternative/Reggae",1,61,134.204,0.584,0.836,-8.219,0.0793,0.0387,0.102,0,0.68,266400
"373","New Rules - Alison Wonderland Remix","Alison Wonderland","Electronic Dance",0,52,128.092,0.59,0.578,-6.162,0.0431,0.00721,0.077,0.00711,0.253,263404
"374","Intentions (feat. Quavo)","Justin Bieber","Pop",1,90,147.986,0.546,0.806,-6.637,0.0575,0.3,0.102,0,0.874,212867
"375","Cherry","Harry Styles","Pop",1,79,95.946,0.512,0.53,-9.261,0.0259,0.615,0.129,0.00453,0.411,259187
"376","Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix)","ARMNHMR","Electronic Dance",0,46,145.021,0.678,0.578,-8.206,0.0666,0.143,0.143,1.3e-06,0.237,232923
"377","Somebody To Love","OneRepublic","Alternative/Reggae",1,71,118.491,0.503,0.401,-8.084,0.0437,0.0158,0.134,0,0.236,181408
"378","Bad Romance","Lady Gaga","Pop",1,79,119.001,0.921,0.696,-3.755,0.0363,0.00314,0.0842,5.24e-05,0.714,294573
"379","Secrets","OneRepublic","Alternative/Reggae",1,76,148.021,0.764,0.516,-6.223,0.0366,0.0717,0.115,0,0.376,224693
"380","SKYBOX","Gunna","Hip Hop",1,79,140.894,0.708,0.779,-6.527,0.162,0.0999,0.0934,0,0.345,178097
"381","Tequila","Dan + Shay","Country",1,76,86.016,0.581,0.489,-5.731,0.0281,0.0312,0.132,0,0.494,196747
"382","Shallow","Lady Gaga","Pop",1,86,95.799,0.385,0.572,-6.362,0.0308,0.371,0.231,0,0.323,215733
"383","Good Girl","Dustin Lynch","Country",1,70,80.512,0.696,0.711,-5.05,0.0871,0.16,0.17,0,0.694,189533
"384","OUT WEST (feat. Young Thug)","Travis Scott","Hip Hop",1,87,139.864,0.591,0.802,-4.895,0.225,0.0104,0.196,0,0.309,157712
"385","Born This Way","Lady Gaga","Pop",1,67,123.907,0.828,0.587,-5.108,0.161,0.00327,0.331,0,0.494,260253
"386","Doin' Time - Original Version","Sublime","Alternative/Reggae",1,63,80.976,0.757,0.708,-5.121,0.0791,0.0362,0.17,0,0.552,253840
"387","Remember You Young","Thomas Rhett","Country",1,71,113.994,0.51,0.396,-6.274,0.0327,0.355,0.113,0,0.299,180467
